country,year,sex,age,suicides_no,population,suicides/100kpop,country-year,gdp_for_year,gdp_per_capita,generation,popNorma
Albania,1999,2,2,19,296800,6.4,Albania1999,"3,414,760,915",1127,4,0.006769145833245824
Albania,1999,2,3,13,276500,4.7,Albania1999,"3,414,760,915",1127,4,0.006305727738079562
Albania,1999,2,5,6,188800,3.18,Albania1999,"3,414,760,915",1127,2,0.004303670253050935
Albania,1999,2,4,5,373600,1.34,Albania1999,"3,414,760,915",1127,3,0.008522372912495524
Albania,1999,2,1,1,365200,0.27,Albania1999,"3,414,760,915",1127,5,0.008330613700702587
Albania,1999,1,1,0,391300,0.0,Albania1999,"3,414,760,915",1127,5,0.008926436965916353
Albania,2000,1,3,17,232000,7.33,Albania2000,"3,632,043,908",1299,4,0.005289860485128891
Albania,2000,1,5,10,177400,5.64,Albania2000,"3,632,043,908",1299,2,0.004043425608474808
Albania,2000,2,6,2,37800,5.29,Albania2000,"3,632,043,908",1299,1,0.0008565701362969689
Albania,2000,1,6,1,24900,4.02,Albania2000,"3,632,043,908",1299,1,0.000562082775329246
Albania,2000,2,2,6,263900,2.27,Albania2000,"3,632,043,908",1299,4,0.006018088920390159
Albania,2000,1,2,5,240000,2.08,Albania2000,"3,632,043,908",1299,4,0.005472488305884067
Albania,2000,2,4,5,332200,1.51,Albania2000,"3,632,043,908",1299,3,0.0075772739400874825
Albania,2000,2,3,3,245800,1.22,Albania2000,"3,632,043,908",1299,4,0.005604893475931571
Albania,2000,1,4,4,374700,1.07,Albania2000,"3,632,043,908",1299,3,0.008547484237849361
Albania,2000,1,1,1,374900,0.27,Albania2000,"3,632,043,908",1299,5,0.00855204993336824
Albania,2000,2,1,0,324700,0.0,Albania2000,"3,632,043,908",1299,5,0.007406060358129504
Albania,2000,2,5,0,168000,0.0,Albania2000,"3,632,043,908",1299,2,0.0038288379190874744
Albania,2001,1,3,22,206484,10.65,Albania2001,"4,060,758,804",1451,4,0.0047073690508302535
Albania,2001,1,4,34,378826,8.98,Albania2001,"4,060,758,804",1451,3,0.008641674536403843
Albania,2001,1,5,11,196670,5.59,Albania2001,"4,060,758,804",1451,2,0.00448333037171884
Albania,2001,2,6,2,47254,4.23,Albania2001,"4,060,758,804",1451,2,0.0010723905634743994
Albania,2001,1,2,10,256039,3.91,Albania2001,"4,060,758,804",1451,5,0.005838634258020603
Albania,2001,2,2,9,271359,3.32,Albania2001,"4,060,758,804",1451,5,0.006188366534766767
Albania,2001,2,4,12,370191,3.24,Albania2001,"4,060,758,804",1451,3,0.008444550632376223
Albania,2001,1,6,1,31044,3.22,Albania2001,"4,060,758,804",1451,2,0.000702340941669222
Albania,2001,2,5,6,189799,3.16,Albania2001,"4,060,758,804",1451,2,0.004326475902167738
Albania,2001,1,1,6,321556,1.87,Albania2001,"4,060,758,804",1451,5,0.007334287624572719
Albania,2001,2,3,4,222771,1.8,Albania2001,"4,060,758,804",1451,4,0.0050791764654101994
Albania,2001,2,1,2,307356,0.65,Albania2001,"4,060,758,804",1451,5,0.0070101232427322805
Albania,2002,1,6,4,31007,12.9,Albania2002,"4,435,078,648",1573,2,0.0007014962879982292
Albania,2002,1,3,23,206286,11.15,Albania2002,"4,435,078,648",1573,4,0.004702849012266563
Albania,2002,1,4,35,382139,9.16,Albania2002,"4,435,078,648",1573,3,0.00871730528267408
Albania,2002,1,5,13,198130,6.56,Albania2002,"4,435,078,648",1573,2,0.00451665994900666
Albania,2002,1,2,15,263067,5.7,Albania2002,"4,435,078,648",1573,5,0.005999072798554026
Albania,2002,2,2,14,275970,5.07,Albania2002,"4,435,078,648",1573,5,0.006293628644954532
Albania,2002,2,4,15,375113,4.0,Albania2002,"4,435,078,648",1573,3,0.008556912399095846
Albania,2002,2,3,7,223685,3.13,Albania2002,"4,435,078,648",1573,4,0.005100041693931479
Albania,2002,2,6,1,47407,2.11,Albania2002,"4,435,078,648",1573,2,0.001075883320546342
Albania,2002,2,5,4,191712,2.09,Albania2002,"4,435,078,648",1573,2,0.004370146779805819
Albania,2002,2,1,1,304850,0.33,Albania2002,"4,435,078,648",1573,5,0.0069529150778807215
Albania,2002,1,1,1,319473,0.31,Albania2002,"4,435,078,648",1573,5,0.00728673590574359
Albania,2003,2,6,6,49088,12.22,Albania2003,"5,746,945,913",2021,2,0.0011142579913825236
Albania,2003,1,5,16,201520,7.94,Albania2003,"5,746,945,913",2021,2,0.004594048488051666
Albania,2003,1,4,28,386196,7.25,Albania2003,"5,746,945,913",2021,3,0.00880992041627455
Albania,2003,1,2,15,273235,5.49,Albania2003,"5,746,945,913",2021,5,0.006231192758733856
Albania,2003,2,2,14,283709,4.93,Albania2003,"5,746,945,913",2021,5,0.006470298233057572
Albania,2003,2,5,9,195699,4.6,Albania2003,"5,746,945,913",2021,2,0.00446116391997468
Albania,2003,1,3,9,205433,4.38,Albania2003,"5,746,945,913",2021,4,0.004683376320878542
Albania,2003,2,3,9,222941,4.04,Albania2003,"5,746,945,913",2021,4,0.005083057306601247
Albania,2003,2,4,13,381760,3.41,Albania2003,"5,746,945,913",2021,3,0.008708653289665804
Albania,2003,1,6,1,32667,3.06,Albania2003,"5,746,945,913",2021,2,0.0007393915608049285
Albania,2003,1,1,4,313204,1.28,Albania2003,"5,746,945,913",2021,5,0.007143624179704314
Albania,2003,2,1,0,298477,0.0,Albania2003,"5,746,945,913",2021,5,0.006807429190171628
Albania,2004,1,6,4,35526,11.26,Albania2004,"7,314,865,176",2544,2,0.0008046581782473098
Albania,2004,1,4,39,391767,9.95,Albania2004,"7,314,865,176",2544,3,0.008937097864952935
Albania,2004,1,3,16,203938,7.85,Albania2004,"7,314,865,176",2544,4,0.004649247746874918
Albania,2004,2,2,20,292268,6.84,Albania2004,"7,314,865,176",2544,5,0.0066656871727880165
Albania,2004,1,2,19,286768,6.63,Albania2004,"7,314,865,176",2544,5,0.0065401305460188325
Albania,2004,2,6,3,50970,5.89,Albania2004,"7,314,865,176",2544,2,0.001157221186215179
Albania,2004,2,3,11,222389,4.95,Albania2004,"7,314,865,176",2544,4,0.00507045598696914
Albania,2004,1,5,10,207202,4.83,Albania2004,"7,314,865,176",2544,2,0.00472375989774303
Albania,2004,2,4,17,391436,4.34,Albania2004,"7,314,865,176",2544,3,0.008929541638869191
Albania,2004,2,5,3,203841,1.47,Albania2004,"7,314,865,176",2544,2,0.004647033384548262
Albania,2004,2,1,3,286705,1.05,Albania2004,"7,314,865,176",2544,5,0.0065386923519303855
Albania,2004,1,1,1,302181,0.33,Albania2004,"7,314,865,176",2544,5,0.006891985871181275
Albania,2005,2,2,0,281922,0.0,Albania2005,"8,158,548,717",2931,5,0.006429503743596384
Albania,2005,2,3,0,190745,0.0,Albania2005,"8,158,548,717",2931,4,0.004348071641972037
Albania,2005,2,4,0,386513,0.0,Albania2005,"8,158,548,717",2931,3,0.008817157043671973
Albania,2005,2,1,0,276559,0.0,Albania2005,"8,158,548,717",2931,5,0.006307074618257632
Albania,2005,2,5,0,210998,0.0,Albania2005,"8,158,548,717",2931,2,0.004810416798691362
Albania,2005,2,6,0,53191,0.0,Albania2005,"8,158,548,717",2931,2,0.001207923234952335
Albania,2005,1,2,0,281675,0.0,Albania2005,"8,158,548,717",2931,5,0.006423865109630568
Albania,2005,1,3,0,177519,0.0,Albania2005,"8,158,548,717",2931,4,0.004046142197308541
Albania,2005,1,4,0,380242,0.0,Albania2005,"8,158,548,717",2931,3,0.00867399966067751
Albania,2005,1,1,0,291367,0.0,Albania2005,"8,158,548,717",2931,5,0.006645118714475464
Albania,2005,1,5,0,214118,0.0,Albania2005,"8,158,548,717",2931,2,0.004881641648785881
Albania,2005,1,6,0,38471,0.0,Albania2005,"8,158,548,717",2931,2,0.0008718880447628094
Albania,2006,2,2,0,283138,0.0,Albania2006,"8,992,642,349",3235,5,0.006457263172351171
Albania,2006,2,3,0,186391,0.0,Albania2006,"8,992,642,349",3235,4,0.004248676450526032
Albania,2006,2,4,0,388746,0.0,Albania2006,"8,992,642,349",3235,3,0.008868133034140262
Albania,2006,2,1,0,267316,0.0,Albania2006,"8,992,642,349",3235,5,0.006096070999852619
Albania,2006,2,5,0,215907,0.0,Albania2006,"8,992,642,349",3235,2,0.004922481795202258
Albania,2006,2,6,0,56011,0.0,Albania2006,"8,992,642,349",3235,2,0.001272299541768535
Albania,2006,1,2,0,286679,0.0,Albania2006,"8,992,642,349",3235,5,0.006538098811512931
Albania,2006,1,3,0,174092,0.0,Albania2006,"8,992,642,349",3235,4,0.003967909004592542
Albania,2006,1,4,0,379076,0.0,Albania2006,"8,992,642,349",3235,3,0.008647381655802443
Albania,2006,1,1,0,282678,0.0,Albania2006,"8,992,642,349",3235,5,0.006446762072657748
Albania,2006,1,5,0,219360,0.0,Albania2006,"8,992,642,349",3235,2,0.005001308528335711
Albania,2006,1,6,0,40782,0.0,Albania2006,"8,992,642,349",3235,2,0.0009246446564834611
Albania,2007,1,6,8,42366,18.88,Albania2007,"10,701,011,897",3863,2,0.0009608049649929861
Albania,2007,1,4,29,378626,7.66,Albania2007,"10,701,011,897",3863,3,0.008637108840884963
Albania,2007,1,5,14,224160,6.25,Albania2007,"10,701,011,897",3863,2,0.005110885220788817
Albania,2007,2,6,3,57404,5.23,Albania2007,"10,701,011,897",3863,2,0.00130409961105753
Albania,2007,1,3,9,172494,5.22,Albania2007,"10,701,011,897",3863,4,0.003931429097396695
Albania,2007,2,2,13,281080,4.63,Albania2007,"10,701,011,897",3863,5,0.006410282165461902
Albania,2007,1,2,13,288349,4.51,Albania2007,"10,701,011,897",3863,5,0.006576222369095574
Albania,2007,2,3,8,183629,4.36,Albania2007,"10,701,011,897",3863,4,0.0041856241954103075
Albania,2007,2,5,9,221120,4.07,Albania2007,"10,701,011,897",3863,2,0.00504148664890185
Albania,2007,2,4,14,391811,3.57,Albania2007,"10,701,011,897",3863,3,0.00893810231796709
Albania,2007,1,1,4,272497,1.47,Albania2007,"10,701,011,897",3863,6,0.006214345342269191
Albania,2007,2,1,0,256808,0.0,Albania2007,"10,701,011,897",3863,6,0.005856189357290695
Albania,2008,1,3,21,172855,12.15,Albania2008,"12,881,352,688",4672,4,0.003939670177808273
Albania,2008,1,4,37,377119,9.81,Albania2008,"12,881,352,688",4672,3,0.008602706325150207
Albania,2008,1,5,21,228672,9.18,Albania2008,"12,881,352,688",4672,2,0.005213887311694737
Albania,2008,2,6,5,59369,8.42,Albania2008,"12,881,352,688",4672,2,0.0013489575695305204
Albania,2008,2,2,20,276073,7.24,Albania2008,"12,881,352,688",4672,5,0.006295979978146755
Albania,2008,2,3,9,182663,4.93,Albania2008,"12,881,352,688",4672,4,0.004163571886054119
Albania,2008,2,4,19,393832,4.82,Albania2008,"12,881,352,688",4672,3,0.008984238671185366
Albania,2008,1,6,2,44574,4.49,Albania2008,"12,881,352,688",4672,2,0.001011210243521415
Albania,2008,1,2,11,286702,3.84,Albania2008,"12,881,352,688",4672,5,0.006538623866497602
Albania,2008,2,5,7,226448,3.09,Albania2008,"12,881,352,688",4672,2,0.005163116777524798
Albania,2008,1,1,7,262464,2.67,Albania2008,"12,881,352,688",4672,6,0.005985307226564604
Albania,2008,2,1,1,246288,0.41,Albania2008,"12,881,352,688",4672,6,0.005616033772997637
Albania,2009,2,2,0,270003,0.0,Albania2009,"12,044,212,904",4387,5,0.006157411119148764
Albania,2009,2,3,0,182712,0.0,Albania2009,"12,044,212,904",4387,4,0.004164690481456245
Albania,2009,2,4,0,394286,0.0,Albania2009,"12,044,212,904",4387,3,0.008994602800013221
Albania,2009,2,1,0,236174,0.0,Albania2009,"12,044,212,904",4387,6,0.005385146550607904
Albania,2009,2,5,0,233302,0.0,Albania2009,"12,044,212,904",4387,2,0.005319583162956796
Albania,2009,2,6,0,61582,0.0,Albania2009,"12,044,212,904",4387,2,0.0013994769904469213
Albania,2009,1,2,0,283448,0.0,Albania2009,"12,044,212,904",4387,5,0.006464340000405433
Albania,2009,1,3,0,174955,0.0,Albania2009,"12,044,212,904",4387,4,0.003987609980756507
Albania,2009,1,4,0,374365,0.0,Albania2009,"12,044,212,904",4387,3,0.008539836697855237
Albania,2009,1,1,0,253007,0.0,Albania2009,"12,044,212,904",4387,6,0.005769418313954391
Albania,2009,1,5,0,234570,0.0,Albania2009,"12,044,212,904",4387,2,0.005348529672546491
Albania,2009,1,6,0,47331,0.0,Albania2009,"12,044,212,904",4387,2,0.001074148356249168
Albania,2010,1,5,20,241852,8.27,Albania2010,"11,926,953,259",4359,2,0.005514766646388891
Albania,2010,1,4,20,371611,5.38,Albania2010,"11,926,953,259",4359,4,0.008476967070560268
Albania,2010,1,3,9,179720,5.01,Albania2010,"11,926,953,259",4359,4,0.004096387676493809
Albania,2010,1,6,2,50767,3.94,Albania2010,"11,926,953,259",4359,2,0.0011525870052635165
Albania,2010,1,2,10,279508,3.58,Albania2010,"11,926,953,259",4359,5,0.006374395798683509
Albania,2010,2,3,6,183579,3.27,Albania2010,"11,926,953,259",4359,4,0.0041844827715305875
Albania,2010,2,6,2,64415,3.1,Albania2010,"11,926,953,259",4359,2,0.0014641500674718484
Albania,2010,2,4,12,394593,3.04,Albania2010,"11,926,953,259",4359,4,0.009001611142634702
Albania,2010,2,5,7,241491,2.9,Albania2010,"11,926,953,259",4359,2,0.005506525565977314
Albania,2010,2,2,6,263581,2.28,Albania2010,"11,926,953,259",4359,5,0.006010806636037546
Albania,2010,2,1,2,223969,0.89,Albania2010,"11,926,953,259",4359,6,0.005106524981568287
Albania,2010,1,1,0,240939,0.0,Albania2010,"11,926,953,259",4359,6,0.005493924246345206
Antigua and Barbuda,1985,2,2,0,7709,0.0,Antigua and Barbuda1985,"240,923,926",3850,4,0.00016963841700396503
Antigua and Barbuda,1985,2,3,0,6344,0.0,Antigua and Barbuda1985,"240,923,926",3850,3,0.00013847754508761295
Antigua and Barbuda,1985,2,4,0,6173,0.0,Antigua and Barbuda1985,"240,923,926",3850,2,0.00013457387541897104
Antigua and Barbuda,1985,2,1,0,7339,0.0,Antigua and Barbuda1985,"240,923,926",3850,4,0.00016119188029403808
Antigua and Barbuda,1985,2,5,0,3778,0.0,Antigua and Barbuda1985,"240,923,926",3850,1,7.989967158038993e-05
Antigua and Barbuda,1985,2,6,0,949,0.0,Antigua and Barbuda1985,"240,923,926",3850,1,1.531790846584047e-05
Antigua and Barbuda,1985,1,2,0,7667,0.0,Antigua and Barbuda1985,"240,923,926",3850,4,0.00016867962094500036
Antigua and Barbuda,1985,1,3,0,6194,0.0,Antigua and Barbuda1985,"240,923,926",3850,3,0.00013505327344845338
Antigua and Barbuda,1985,1,4,0,5970,0.0,Antigua and Barbuda1985,"240,923,926",3850,2,0.00012993969446730842
Antigua and Barbuda,1985,1,1,0,7304,0.0,Antigua and Barbuda1985,"240,923,926",3850,4,0.00016039288357823418
Antigua and Barbuda,1985,1,5,0,2723,0.0,Antigua and Barbuda1985,"240,923,926",3850,1,5.581562771830097e-05
Antigua and Barbuda,1985,1,6,0,424,0.0,Antigua and Barbuda1985,"240,923,926",3850,1,3.33295772878198e-06
Antigua and Barbuda,1986,2,2,0,7668,0.0,Antigua and Barbuda1986,"290,440,148",4740,4,0.00016870244942259475
Antigua and Barbuda,1986,2,3,0,6209,0.0,Antigua and Barbuda1986,"290,440,148",4740,3,0.00013539570061236935
Antigua and Barbuda,1986,2,4,0,6101,0.0,Antigua and Barbuda1986,"290,440,148",4740,2,0.00013293022503217444
Antigua and Barbuda,1986,2,1,0,6907,0.0,Antigua and Barbuda1986,"290,440,148",4740,4,0.00015132997797325854
